Suburb,Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseID,DaySold,MonthSold,YearSold,Schools nearby
Blackburn South,2A Stewart Av,3,h,874000.0,S,Fletchers,13.4,3130.0,3.0,2.0,1.0,232.0,103.0,2014.0,Whitehorse City Council,-37.83574,145.14866,Eastern Metropolitan,4387.0,18863,22,7,2017,11
Braybrook,12/27 Marnoo St,3,t,560000.0,S,Sweeney,8.6,3019.0,3.0,1.0,1.0,158.0,137.0,2002.0,Maribyrnong City Council,-37.78893,144.84652,Western Metropolitan,3589.0,18866,22,7,2017,6
Broadmeadows,82 Cuthbert St,3,h,450000.0,S,YPA,14.0,3047.0,3.0,1.0,1.0,0.0,100.0,1960.0,Hume City Council,-37.6841,144.92818,Northern Metropolitan,4294.0,18871,22,7,2017,13
Brunswick,148 Donald St,3,h,1120000.0,S,Raine,5.2,3056.0,3.0,1.0,1.0,322.0,107.0,1920.0,Moreland City Council,-37.75887,144.97326,Northern Metropolitan,11918.0,18873,22,7,2017,3
Brunswick,54 Dunstan Av,2,h,1110000.0,S,Jellis,5.2,3056.0,2.0,1.0,0.0,196.0,101.0,1922.0,Moreland City Council,-37.75815,144.97366,Northern Metropolitan,11918.0,18874,22,7,2017,3
Brunswick,24 Mitchell St,4,h,1790000.0,S,Nelson,5.2,3056.0,4.0,3.0,6.0,733.0,238.0,1950.0,Moreland City Council,-37.759,144.96623,Northern Metropolitan,11918.0,18876,22,7,2017,3
Brunswick East,408/1 Brunswick Rd,1,u,390500.0,SP,Ray,4.0,3057.0,1.0,1.0,1.0,0.0,49.0,2011.0,Moreland City Council,-37.77883,144.9776,Northern Metropolitan,5533.0,18877,22,7,2017,3
Bundoora,43 Cheadle Cr,5,h,999000.0,S,Ray,12.1,3083.0,5.0,2.0,2.0,627.0,268.0,1991.0,Banyule City Council,-37.69264,145.0799,Northern Metropolitan,10175.0,18881,22,7,2017,9
Carnegie,5/9 Cosy Gum Rd,2,u,796000.0,S,Thomson,10.1,3163.0,2.0,1.0,2.0,0.0,86.0,1975.0,Glen Eira City Council,-37.88415,145.0514,Southern Metropolitan,7822.0,18890,22,7,2017,5
Carnegie,2A Walden Gr,3,h,1050000.0,VB,Eview,10.1,3163.0,3.0,1.0,2.0,184.0,133.0,1990.0,Glen Eira City Council,-37.90017,145.05812,Southern Metropolitan,7822.0,18895,22,7,2017,5
Caulfield North,6/374 Dandenong Rd,2,u,610000.0,PI,Greg,7.8,3161.0,2.0,1.0,1.0,816.0,88.0,2007.0,Glen Eira City Council,-37.86068,145.01121,Southern Metropolitan,6923.0,18898,22,7,2017,4
Chelsea,1/15 Cross Rd,2,u,639000.0,S,Eview,27.0,3196.0,2.0,1.0,2.0,278.0,104.0,1980.0,Kingston City Council,-38.04602,145.1191,South-Eastern Metropolitan,3906.0,18900,22,7,2017,5
Cheltenham,30 Nancy St,3,h,1050000.0,PI,Barry,17.9,3192.0,3.0,1.0,2.0,539.0,169.0,1970.0,Bayside City Council,-37.97223,145.07895,Southern Metropolitan,9758.0,18902,22,7,2017,6
Clifton Hill,11/165 Noone St,2,u,640000.0,SA,Nelson,3.6,3068.0,2.0,2.0,1.0,533.0,110.0,2011.0,Yarra City Council,-37.79443,144.99944,Northern Metropolitan,2954.0,18903,22,7,2017,8
Coburg,35 Belgrave St,3,h,1285000.0,S,Nelson,6.7,3058.0,3.0,1.0,2.0,579.0,143.0,1930.0,Darebin City Council,-37.74482,144.97499,Northern Metropolitan,11204.0,18904,22,7,2017,11
Collingwood,53 Mater St,2,h,1080000.0,S,Nelson,2.0,3066.0,2.0,1.0,0.0,0.0,94.0,1890.0,Yarra City Council,-37.79589,144.98863,Northern Metropolitan,4553.0,18908,22,7,2017,3
Craigieburn,11 Heytesbury Cr,3,h,607500.0,S,hockingstuart,20.6,3064.0,3.0,2.0,2.0,654.0,185.0,1999.0,Hume City Council,-37.6038,144.9226,Northern Metropolitan,15510.0,18911,22,7,2017,17
Craigieburn,60 Northumberland Cct,3,h,500000.0,S,Stockdale,20.6,3064.0,3.0,2.0,2.0,448.0,150.0,2008.0,Hume City Council,-37.58242,144.93001,Northern Metropolitan,15510.0,18914,22,7,2017,17
Craigieburn,70 Penhall Dr,3,h,510000.0,S,Ray,20.6,3064.0,3.0,2.0,2.0,350.0,161.0,2014.0,Hume City Council,-37.56883,144.90887,Northern Metropolitan,15510.0,18916,22,7,2017,17
Craigieburn,36 Serenity Wy,4,h,592500.0,S,Ray,20.6,3064.0,4.0,2.0,2.0,448.0,188.0,2011.0,Hume City Council,-37.57635,144.91151,Northern Metropolitan,15510.0,18917,22,7,2017,17
Dandenong,1 Caroline St,3,h,669000.0,S,Stockdale,24.7,3175.0,3.0,1.0,1.0,713.0,145.0,1960.0,Greater Dandenong City Council,-37.98997,145.2254,South-Eastern Metropolitan,10894.0,18922,22,7,2017,15
Dandenong North,7 Buchan St,5,h,895000.0,S,Barry,24.7,3175.0,5.0,2.0,4.0,779.0,186.0,1970.0,Greater Dandenong City Council,-37.94465,145.21236,South-Eastern Metropolitan,8322.0,18926,22,7,2017,15
Delahey,11 Barley Ct,4,h,505000.0,S,YPA,18.0,3037.0,4.0,2.0,2.0,344.0,105.9,1995.0,Brimbank City Council,-37.719,144.76699,Western Metropolitan,2898.0,18930,22,7,2017,9
Doncaster,5 Alma Ct,5,h,1530000.0,S,Barry,12.4,3108.0,5.0,3.0,2.0,851.0,215.0,1975.0,Manningham City Council,-37.78109,145.13745,Eastern Metropolitan,9028.0,18932,22,7,2017,4
Doncaster East,18B Churchill St,3,t,816000.0,S,Barry,14.3,3109.0,3.0,1.0,2.0,0.0,121.0,2010.0,Manningham City Council,-37.78738,145.16033,Eastern Metropolitan,10999.0,18934,22,7,2017,6
Doncaster East,45 Elizabeth St,4,h,1385000.0,S,Jellis,14.3,3109.0,4.0,3.0,2.0,417.0,203.0,1980.0,Manningham City Council,-37.79223,145.14606,Eastern Metropolitan,10999.0,18935,22,7,2017,6
Doveton,33 Kanooka Gr,2,h,472500.0,S,C21,28.8,3177.0,2.0,1.0,2.0,590.0,74.0,1960.0,Casey City Council,-37.99715,145.23526,South-Eastern Metropolitan,3533.0,18941,22,7,2017,2
East Melbourne,205/30 St Andrews Pl,1,u,895000.0,S,Kay,1.3,3002.0,1.0,1.0,1.0,0.0,60.0,1990.0,Melbourne City Council,-37.81177,144.97617,Northern Metropolitan,3040.0,18943,22,7,2017,0
Edithvale,9a Ivan Av,2,u,724000.0,S,O'Brien,27.0,3196.0,2.0,1.0,2.0,224.0,104.0,2000.0,Kingston City Council,-38.0371,145.11717,South-Eastern Metropolitan,2546.0,18944,22,7,2017,5
Elsternwick,16 Allison Rd,3,h,1975000.0,S,Biggin,7.2,3185.0,3.0,2.0,2.0,458.0,165.0,1900.0,Glen Eira City Council,-37.88148,145.00539,Southern Metropolitan,4898.0,18945,22,7,2017,4
Elsternwick,4/49 Seymour Rd,3,t,1200000.0,S,Biggin,7.2,3185.0,3.0,1.0,2.0,1405.0,117.0,1965.0,Glen Eira City Council,-37.88065,145.01112,Southern Metropolitan,4898.0,18946,22,7,2017,4
Elwood,7/59 Ormond Rd,2,u,630000.0,S,McGrath,7.2,3184.0,2.0,1.0,1.0,637.0,73.0,1970.0,Port Phillip City Council,-37.88374,144.98518,Southern Metropolitan,8989.0,18950,22,7,2017,4
Essendon North,18 Royal Av,3,h,1535000.0,S,Jellis,8.2,3041.0,3.0,1.0,2.0,811.0,152.0,1925.0,Moonee Valley City Council,-37.7384,144.90485,Western Metropolitan,1308.0,18959,22,7,2017,5
Fawkner,115 Lorne St,2,h,830000.0,PI,Stockdale,13.1,3060.0,2.0,1.0,1.0,779.0,102.0,1950.0,Hume City Council,-37.71532,144.96508,Northern Metropolitan,5070.0,18960,22,7,2017,6
Ferntree Gully,7 Austin St,3,h,740000.0,SP,Stockdale,24.8,3156.0,3.0,1.0,2.0,968.0,118.0,1955.0,Knox City Council,-37.88523,145.28553,Eastern Metropolitan,10788.0,18961,22,7,2017,10
Footscray,107/250 Barkly St,2,u,430000.0,PI,McGrath,5.1,3011.0,2.0,1.0,1.0,1909.0,110.0,2007.0,Maribyrnong City Council,-37.79919,144.89607,Western Metropolitan,7570.0,18965,22,7,2017,7
Footscray,16 Creswick St,3,h,900000.0,PI,Sweeney,5.1,3011.0,3.0,1.0,3.0,312.0,106.0,1880.0,Maribyrnong City Council,-37.79334,144.89128,Western Metropolitan,7570.0,18966,22,7,2017,7
Footscray,15 Greer St,4,h,1000000.0,SA,Nelson,5.1,3011.0,4.0,2.0,1.0,180.0,206.0,1994.0,Maribyrnong City Council,-37.79686,144.908,Western Metropolitan,7570.0,18967,22,7,2017,7
Footscray,12 Jerrold St,4,h,891000.0,S,Sweeney,5.1,3011.0,4.0,1.0,3.0,446.0,101.7,1920.0,Maribyrnong City Council,-37.79221,144.89076,Western Metropolitan,7570.0,18968,22,7,2017,7
Forest Hill,19 Victor Cr,3,h,1011000.0,S,McGrath,15.4,3131.0,3.0,1.0,1.0,590.0,114.0,1960.0,Whitehorse City Council,-37.84308,145.168,Eastern Metropolitan,4385.0,18970,22,7,2017,4
Glen Iris,2/10 Osborne Av,2,u,580000.0,VB,hockingstuart,7.3,3146.0,2.0,1.0,1.0,200.0,62.0,1970.0,Boroondara City Council,-37.85743,145.0468,Southern Metropolitan,10412.0,18978,22,7,2017,6
Glen Iris,8/12 Osborne Av,2,u,519500.0,S,Marshall,7.3,3146.0,2.0,1.0,1.0,1101.0,73.0,1970.0,Boroondara City Council,-37.85724,145.04681,Southern Metropolitan,10412.0,18979,22,7,2017,6
Glen Waverley,2/51 Avonhurst Dr,2,u,656000.0,S,Harcourts,16.7,3150.0,2.0,1.0,1.0,345.0,120.0,2012.0,Monash City Council,-37.89919,145.14856,Eastern Metropolitan,15321.0,18980,22,7,2017,21
Glen Waverley,32 Maylands Cr,5,h,1182000.0,S,Ray,16.7,3150.0,5.0,2.0,3.0,650.0,152.0,1975.0,Monash City Council,-37.90383,145.17166,Eastern Metropolitan,15321.0,18984,22,7,2017,21
Glen Waverley,2/32 Wilson Rd,3,u,1000000.0,PI,McGrath,16.7,3150.0,3.0,2.0,2.0,365.0,124.0,1996.0,Monash City Council,-37.88599,145.17031,Eastern Metropolitan,15321.0,18988,22,7,2017,21
Glenroy,4/39 Clovelly Av,2,u,493000.0,S,Biggin,11.2,3046.0,2.0,1.0,2.0,201.0,201.0,2000.0,Moreland City Council,-37.70691,144.90934,Northern Metropolitan,8870.0,18989,22,7,2017,10
Glenroy,8 Granville St,3,h,940000.0,SP,Stockdale,11.2,3046.0,3.0,2.0,5.0,627.0,173.0,1960.0,Moreland City Council,-37.70198,144.92166,Northern Metropolitan,8870.0,18990,22,7,2017,10
Glenroy,3/42 Harold St,2,u,435000.0,S,Nelson,11.2,3046.0,2.0,1.0,1.0,144.0,73.0,2010.0,Moreland City Council,-37.70628,144.92379,Northern Metropolitan,8870.0,18991,22,7,2017,10
Hadfield,146 East St,4,h,741000.0,S,Nelson,11.2,3046.0,4.0,1.0,2.0,652.0,158.0,1960.0,Moreland City Council,-37.70542,144.95127,Northern Metropolitan,2606.0,18998,22,7,2017,10
Hadfield,99 Hilton St,3,h,550000.0,S,Eview,11.2,3046.0,3.0,1.0,2.0,325.0,100.0,1950.0,Moreland City Council,-37.70325,144.94757,Northern Metropolitan,2606.0,18999,22,7,2017,10
Hampton,7 Exon St,3,t,1405000.0,S,Buxton,13.8,3188.0,3.0,2.0,2.0,220.0,139.0,2014.0,Bayside City Council,-37.93487,145.00093,Southern Metropolitan,5454.0,19002,22,7,2017,3
Heathmont,91 Campbell St,4,h,1270500.0,S,Philip,21.3,3135.0,4.0,2.0,3.0,801.0,180.0,1957.0,Maroondah City Council,-37.82734,145.24487,Eastern Metropolitan,3794.0,19005,22,7,2017,7
Heathmont,61 Canterbury Rd,3,h,751000.0,SP,Mandy,21.3,3135.0,3.0,1.0,2.0,693.0,129.0,1950.0,Maroondah City Council,-37.82536,145.24893,Eastern Metropolitan,3794.0,19006,22,7,2017,7
Highett,10 Haynes St,4,h,1535000.0,S,Thomson,16.0,3190.0,4.0,2.0,2.0,719.0,719.0,1998.0,Bayside City Council,-37.94999,145.03122,Southern Metropolitan,4794.0,19012,22,7,2017,1
Hillside,93 Saronvale Cr,4,h,700000.0,PI,Barry,18.0,3037.0,4.0,2.0,4.0,788.0,236.0,1995.0,Brimbank City Council,-37.68974,144.75225,Western Metropolitan,5556.0,19017,22,7,2017,9
Hoppers Crossing,46 Bourke Cr,3,h,520000.0,S,LJ,18.4,3029.0,3.0,1.0,0.0,609.0,109.0,1986.0,Wyndham City Council,-37.86991,144.68607,Western Metropolitan,13830.0,19018,22,7,2017,23
Hoppers Crossing,2 Burge Cr,4,h,650000.0,SP,Triwest,18.4,3029.0,4.0,2.0,2.0,680.0,205.0,1985.0,Wyndham City Council,-37.86821,144.69566,Western Metropolitan,13830.0,19019,22,7,2017,23
Hughesdale,3/9 Clapham Rd,2,u,472000.0,S,LITTLE,12.3,3166.0,2.0,1.0,1.0,0.0,70.0,1970.0,Monash City Council,-37.89369,145.08354,Southern Metropolitan,3145.0,19022,22,7,2017,7
Ivanhoe,4/75 Green St,2,t,880000.0,S,Miles,7.8,3079.0,2.0,1.0,2.0,229.0,113.0,2005.0,Banyule City Council,-37.7651,145.03452,Eastern Metropolitan,5549.0,19023,22,7,2017,6
Ivanhoe,6/36 Livingstone St,4,t,985000.0,VB,Jellis,7.8,3079.0,4.0,3.0,2.0,181.0,154.0,2016.0,Banyule City Council,-37.76758,145.03883,Eastern Metropolitan,5549.0,19024,22,7,2017,6
Jacana,12 Lorraine Cr,3,h,528000.0,SP,RW,14.0,3047.0,3.0,1.0,3.0,588.0,92.0,1960.0,Hume City Council,-37.68306,144.90928,Northern Metropolitan,851.0,19026,22,7,2017,13
Keilor East,3 Border Dr,3,h,918000.0,S,Nelson,11.7,3033.0,3.0,2.0,2.0,669.0,166.0,2000.0,Brimbank City Council,-37.73936,144.85874,Western Metropolitan,5629.0,19029,22,7,2017,4
Kew,38 Wiltshire Dr,2,u,591000.0,S,Nelson,5.4,3101.0,2.0,1.0,2.0,0.0,90.0,1887.0,Boroondara City Council,-37.79413,145.02382,Southern Metropolitan,10331.0,19032,22,7,2017,12
Kings Park,261 Taylors Rd,3,h,565000.0,S,Ray,14.0,3021.0,3.0,2.0,3.0,543.0,106.9,1980.0,Brimbank City Council,-37.72765,144.78107,Western Metropolitan,2878.0,19034,22,7,2017,18
Kurunjang,8 Carberry Dr,4,h,362000.0,SP,hockingstuart,31.7,3337.0,4.0,2.0,2.0,685.0,141.0,1970.0,Melton City Council,-37.67277,144.59643,Northern Victoria,3553.0,19036,22,7,2017,12
Lalor,69 Monash St,3,h,560000.0,S,Love,16.3,3075.0,3.0,1.0,2.0,535.0,104.0,1970.0,Whittlesea City Council,-37.6615,145.02761,Northern Metropolitan,8279.0,19039,22,7,2017,8
Langwarrin,17/165 North Rd,3,u,447000.0,S,hockingstuart,41.0,3910.0,3.0,1.0,2.0,230.0,102.0,2002.0,Frankston City Council,-38.16404,145.18781,Eastern Victoria,8743.0,19040,22,7,2017,5
Maidstone,7 Churchill Av,3,h,681000.0,SP,Biggin,6.4,3012.0,3.0,1.0,2.0,523.0,93.82,1950.0,Maribyrnong City Council,-37.78242,144.86955,Western Metropolitan,3873.0,19046,22,7,2017,3
Maidstone,12 Inkerman St,3,h,1005000.0,S,Sweeney,6.4,3012.0,3.0,1.0,5.0,653.0,109.0,1930.0,Maribyrnong City Council,-37.78639,144.88214,Western Metropolitan,3873.0,19047,22,7,2017,3
Maidstone,18 Pullar St,2,h,468000.0,S,Burnham,6.4,3012.0,2.0,1.0,2.0,312.0,89.0,1990.0,Maribyrnong City Council,-37.78353,144.87233,Western Metropolitan,3873.0,19048,22,7,2017,3
Maribyrnong,7 Cavalry Cct,3,t,640000.0,S,Biggin,4.3,3032.0,3.0,2.0,2.0,91.0,132.0,2000.0,Maribyrnong City Council,-37.77449,144.88011,Western Metropolitan,4918.0,19052,22,7,2017,7
Meadow Heights,1/2 Dakara Cl,3,u,420000.0,S,YPA,17.4,3048.0,3.0,1.0,1.0,658.0,94.0,1990.0,Hume City Council,-37.64821,144.92527,Northern Metropolitan,4704.0,19055,22,7,2017,4
Melton South,8 Charles Ct,3,h,326000.0,S,hockingstuart,29.8,3338.0,3.0,1.0,1.0,611.0,115.0,1985.0,Melton City Council,-37.69467,144.57827,Western Victoria,4718.0,19060,22,7,2017,7
Mill Park,4 Streeton Cct,3,h,725000.0,S,Ray,17.9,3082.0,3.0,2.0,2.0,602.0,129.0,1980.0,Whittlesea City Council,-37.66916,145.06912,Northern Metropolitan,10529.0,19070,22,7,2017,6
Mitcham,11 Beaufort St,3,h,1101000.0,S,Ray,17.2,3132.0,3.0,1.0,2.0,774.0,132.6,1950.0,Whitehorse City Council,-37.80588,145.1981,Eastern Metropolitan,6871.0,19071,22,7,2017,5
Mitcham,1/17 Milne St,4,t,926000.0,S,Ray,17.2,3132.0,4.0,3.0,2.0,374.0,170.0,2000.0,Whitehorse City Council,-37.81521,145.18727,Eastern Metropolitan,6871.0,19072,22,7,2017,5
Moonee Ponds,16/122 Maribyrnong Rd,1,u,362000.0,S,Brad,6.2,3039.0,1.0,1.0,1.0,0.0,55.0,2015.0,Moonee Valley City Council,-37.77149,144.91552,Western Metropolitan,6232.0,19075,22,7,2017,3
Mordialloc,3/2 Woods Av,1,u,309000.0,S,Barry,21.5,3195.0,1.0,1.0,1.0,57.0,42.0,1978.0,Kingston City Council,-38.00331,145.09425,South-Eastern Metropolitan,3650.0,19078,22,7,2017,11
Mount Waverley,4/254 Waverley Rd,2,u,611000.0,S,Win,14.2,3149.0,2.0,1.0,1.0,161.0,82.0,1970.0,Monash City Council,-37.8837,145.11526,Eastern Metropolitan,13366.0,19081,22,7,2017,10
Mulgrave,2 Kinkora Ct,3,h,755000.0,S,Ray,18.8,3170.0,3.0,2.0,2.0,197.0,132.0,2005.0,Monash City Council,-37.92285,145.18549,South-Eastern Metropolitan,7113.0,19083,22,7,2017,5
Mulgrave,25 Morawa Dr,3,h,862000.0,S,Win,18.8,3170.0,3.0,2.0,2.0,246.0,3.0,2002.0,Monash City Council,-37.92829,145.19647,South-Eastern Metropolitan,7113.0,19084,22,7,2017,5
Mulgrave,75 Wattle Gr,3,h,815500.0,S,Ray,18.8,3170.0,3.0,2.0,2.0,434.0,104.0,1960.0,Monash City Council,-37.93228,145.15827,South-Eastern Metropolitan,7113.0,19085,22,7,2017,5
Newport,102 Market St,3,h,1100000.0,VB,Williams,6.2,3015.0,3.0,2.0,3.0,449.0,154.3,1940.0,Hobsons Bay City Council,-37.84769,144.87667,Western Metropolitan,5498.0,19088,22,7,2017,6
Niddrie,8 Goble St,4,h,1130000.0,SP,Nelson,10.4,3042.0,4.0,2.0,2.0,650.0,163.0,1975.0,Moonee Valley City Council,-37.73435,144.8768,Western Metropolitan,2291.0,19089,22,7,2017,4
Niddrie,64 Muriel St,4,h,1006000.0,S,Brad,10.4,3042.0,4.0,2.0,1.0,270.0,178.74,2008.0,Moonee Valley City Council,-37.74266,144.88577,Western Metropolitan,2291.0,19090,22,7,2017,4
Noble Park,2/21 Marna Ct,2,u,445000.0,S,iSell,22.7,3174.0,2.0,1.0,3.0,197.0,82.0,1998.0,Greater Dandenong City Council,-37.96903,145.18999,South-Eastern Metropolitan,11806.0,19093,22,7,2017,11
Noble Park,371 Princes Hwy,3,h,650000.0,SP,iSell,22.7,3174.0,3.0,1.0,1.0,603.0,130.0,1970.0,Greater Dandenong City Council,-37.96318,145.18962,South-Eastern Metropolitan,11806.0,19094,22,7,2017,11
North Melbourne,306/64 MacAulay Rd,2,u,465000.0,SP,Jellis,1.8,3051.0,2.0,1.0,1.0,0.0,53.0,2010.0,Melbourne City Council,-37.79831,144.94261,Northern Metropolitan,6821.0,19095,22,7,2017,5
Northcote,31 Gladstone Av,3,h,1335000.0,S,Nelson,5.3,3070.0,3.0,1.0,1.0,390.0,112.0,1920.0,Darebin City Council,-37.76588,144.99731,Northern Metropolitan,11364.0,19097,22,7,2017,6
Oakleigh South,44 Golf Rd,4,h,1390000.0,S,Buxton,15.5,3167.0,4.0,2.0,2.0,558.0,243.0,2010.0,Kingston City Council,-37.91917,145.08807,South-Eastern Metropolitan,3692.0,19102,22,7,2017,3
Pakenham,1 Loxton Wy,4,h,643500.0,S,C21,47.3,3810.0,4.0,2.0,2.0,600.0,300.0,2010.0,Cardinia Shire Council,-38.07583,145.43698,Eastern Victoria,17384.0,19103,22,7,2017,9
Pascoe Vale,1A Braeside St,2,t,510000.0,PI,Nelson,8.5,3044.0,2.0,1.0,1.0,129.0,88.3,2012.0,Moreland City Council,-37.71865,144.95018,Northern Metropolitan,7485.0,19109,22,7,2017,7
Pascoe Vale,3/25 Devon Rd,2,u,550000.0,SP,Rendina,8.5,3044.0,2.0,1.0,1.0,164.0,80.7,2008.0,Moreland City Council,-37.72219,144.92559,Northern Metropolitan,7485.0,19110,22,7,2017,7
Pascoe Vale,2/8 Stewart St,2,u,580000.0,S,Nelson,8.5,3044.0,2.0,1.0,1.0,103.0,111.0,2010.0,Moreland City Council,-37.72773,144.92628,Northern Metropolitan,7485.0,19112,22,7,2017,7
Preston,5/49 Austral Av,1,u,250000.0,PI,hockingstuart,8.4,3072.0,1.0,1.0,1.0,631.0,34.0,1965.0,Darebin City Council,-37.74495,144.99322,Northern Metropolitan,14577.0,19119,22,7,2017,12
Preston,1/70 Bruce St,1,u,392000.0,S,Harcourts,8.4,3072.0,1.0,1.0,1.0,629.0,41.0,1965.0,Darebin City Council,-37.74144,144.99326,Northern Metropolitan,14577.0,19120,22,7,2017,12
Preston,24 Dermot St,1,u,505000.0,SP,Woodards,8.4,3072.0,1.0,1.0,1.0,102.0,43.0,2000.0,Darebin City Council,-37.74679,145.01394,Northern Metropolitan,14577.0,19121,22,7,2017,12
Preston,27 Pender St,3,h,980000.0,S,Harrington,8.4,3072.0,3.0,1.0,3.0,397.0,107.0,1925.0,Darebin City Council,-37.73724,145.00984,Northern Metropolitan,14577.0,19122,22,7,2017,12
Reservoir,9/23 Ashley St,2,h,320000.0,PI,Ray,12.0,3073.0,2.0,1.0,1.0,89.0,65.0,1965.0,Darebin City Council,-37.71766,145.00132,Northern Metropolitan,21650.0,19125,22,7,2017,14
Reservoir,1/3 Drysdale St,2,t,617500.0,SP,RW,12.0,3073.0,2.0,2.0,1.0,0.0,114.0,2010.0,Darebin City Council,-37.73012,145.02652,Northern Metropolitan,21650.0,19127,22,7,2017,14
Reservoir,11 Knox St,5,h,1282500.0,SA,Nelson,12.0,3073.0,5.0,2.0,2.0,499.0,251.0,2015.0,Darebin City Council,-37.72556,144.99021,Northern Metropolitan,21650.0,19128,22,7,2017,14
Richmond,221/253 Bridge Rd,2,u,419000.0,S,Jellis,2.4,3121.0,2.0,1.0,1.0,3512.0,51.0,2011.0,Yarra City Council,-37.81828,144.99789,Northern Metropolitan,14949.0,19130,22,7,2017,8
Richmond,401/28 Tanner St,2,u,1667500.0,S,Jellis,2.4,3121.0,2.0,2.0,2.0,92.0,141.0,1940.0,Yarra City Council,-37.82324,144.99174,Northern Metropolitan,14949.0,19135,22,7,2017,8
Richmond,306/45 York St,2,u,685000.0,SP,Collins,2.4,3121.0,2.0,2.0,1.0,0.0,77.0,2011.0,Yarra City Council,-37.813,144.99303,Northern Metropolitan,14949.0,19136,22,7,2017,8
Ringwood,26 Major St,3,h,882500.0,S,hockingstuart,19.9,3134.0,3.0,2.0,2.0,918.0,145.0,1975.0,Maroondah City Council,-37.794,145.24636,Eastern Metropolitan,7785.0,19138,22,7,2017,12
Ringwood,3 Sang Ct,3,h,910000.0,S,Philip,19.9,3134.0,3.0,2.0,2.0,651.0,162.0,1977.0,Maroondah City Council,-37.79638,145.24268,Eastern Metropolitan,7785.0,19140,22,7,2017,12
Sandringham,124 Abbott St,3,h,1651000.0,S,Buxton,15.2,3191.0,3.0,2.0,1.0,390.0,125.0,1950.0,Bayside City Council,-37.95035,145.01571,Southern Metropolitan,4497.0,19147,22,7,2017,4
Scoresby,72 Arnold Dr,4,h,1040000.0,S,Purplebricks,22.2,3179.0,4.0,2.0,2.0,1134.0,152.0,1970.0,Knox City Council,-37.89496,145.23404,Eastern Metropolitan,2206.0,19149,22,7,2017,3
Scoresby,17 Walsh Av,4,h,1120000.0,S,Noel,22.2,3179.0,4.0,2.0,2.0,960.0,179.0,1985.0,Knox City Council,-37.88992,145.22123,Eastern Metropolitan,2206.0,19150,22,7,2017,3
South Morang,102 Vincent Dr,3,h,500000.0,SA,Harcourts,20.5,3752.0,3.0,2.0,2.0,330.0,118.0,2008.0,Whittlesea City Council,-37.64027,145.08745,Northern Metropolitan,7969.0,19157,22,7,2017,3
South Yarra,7/85 Caroline St,1,u,420000.0,S,hockingstuart,2.7,3141.0,1.0,1.0,1.0,0.0,43.0,1960.0,Melbourne City Council,-37.83547,144.98844,Southern Metropolitan,14887.0,19159,22,7,2017,5
South Yarra,804/2 Claremont St,2,u,460000.0,VB,Gary,2.7,3141.0,2.0,2.0,0.0,0.0,63.0,2014.0,Melbourne City Council,-37.83863,144.99379,Southern Metropolitan,14887.0,19160,22,7,2017,5
South Yarra,10/391 Toorak Rd,2,u,1340000.0,S,Marshall,2.7,3141.0,2.0,2.0,2.0,0.0,133.0,1995.0,Melbourne City Council,-37.84018,145.00265,Southern Metropolitan,14887.0,19161,22,7,2017,5
Springvale South,5 Gwent St,3,h,700000.0,PI,iSell,22.2,3172.0,3.0,1.0,2.0,638.0,105.0,1980.0,Greater Dandenong City Council,-37.98031,145.15497,South-Eastern Metropolitan,4054.0,19164,22,7,2017,7
St Kilda,8/240 Barkly St,1,u,360000.0,S,hockingstuart,5.0,3182.0,1.0,1.0,1.0,0.0,49.0,1971.0,Port Phillip City Council,-37.87223,144.98046,Southern Metropolitan,13240.0,19168,22,7,2017,4
Strathmore,10 Fenacre St,4,h,1220000.0,S,Nelson,8.2,3041.0,4.0,1.0,2.0,750.0,185.0,1960.0,Moonee Valley City Council,-37.73051,144.91731,Western Metropolitan,3284.0,19173,22,7,2017,5
Sunbury,315 Elizabeth Dr,3,h,500000.0,S,YPA,31.7,3429.0,3.0,1.0,3.0,678.0,127.0,1975.0,Hume City Council,-37.56935,144.7241,Western Metropolitan,14092.0,19174,22,7,2017,13
Sunbury,11 Gruner St,3,h,438000.0,S,YPA,31.7,3429.0,3.0,1.0,4.0,606.0,96.0,1994.0,Hume City Council,-37.57532,144.71058,Western Metropolitan,14092.0,19175,22,7,2017,13
Sunshine North,95A Berkshire Rd,4,t,650000.0,SP,Sweeney,10.5,3020.0,4.0,2.0,1.0,283.0,181.6,2005.0,Brimbank City Council,-37.76508,144.83629,Western Metropolitan,4217.0,19178,22,7,2017,18
Sunshine West,9 Noble Ct,3,t,615000.0,PI,Barry,10.5,3020.0,3.0,2.0,1.0,358.0,27.0,1999.0,Brimbank City Council,-37.79573,144.79311,Western Metropolitan,6763.0,19181,22,7,2017,18
Sydenham,7 Argyll St,4,h,740000.0,S,Purplebricks,18.0,3037.0,4.0,2.0,2.0,1017.0,156.0,2000.0,Brimbank City Council,-37.69106,144.75854,Western Metropolitan,3640.0,19187,22,7,2017,9
Tarneit,26 Bradman Dr,4,h,463500.0,S,hockingstuart,18.4,3029.0,4.0,2.0,2.0,371.0,156.0,2006.0,Wyndham City Council,-37.867,144.65618,Western Metropolitan,10160.0,19190,22,7,2017,23
